[Inv-Lost] 19H:1M pid:   1000004  PezziDev Lost  3100011 
[Inv-Lost] 22H:11M pid:   1000003  Fosforocore Lost  1088001 

[Inv-Lost] 22H:11M pid:   1000003  Fosforocore Lost  1088001 

[Inv-Lost] 22H:11M pid:   1000003  Fosforocore Lost  1088001 

[Inv-Lost] 22H:11M pid:   1000003  Fosforocore Lost  1088001 

[Inv-Lost] 22H:11M pid:   1000003  Fosforocore Lost  1088001 

[Inv-Lost] 22H:11M pid:   1000003  Fosforocore Lost  1088001 

[Inv-Lost] 22H:11M pid:   1000003  Fosforocore Lost  1088001 

[Inv-Lost] 22H:11M pid:   1000003  Fosforocore Lost  1088001 

[Inv-Lost] 22H:11M pid:   1000003  Fosforocore Lost  1088001 

[Inv-Lost] 22H:11M pid:   1000003  Fosforocore Lost  1088001 

[Inv-Lost] 22H:11M pid:   1000003  Fosforocore Lost  1088001 

[Inv-Lost] 22H:11M pid:   1000003  Fosforocore Lost  1088001 

[Inv-Lost] 22H:11M pid:   1000003  Fosforocore Lost  1088001 

[Inv-Lost] 22H:11M pid:   1000003  Fosforocore Lost  1088001 

[Inv-Lost] 22H:11M pid:   1000003  Fosforocore Lost  1088001 

[Inv-Lost] 22H:11M pid:   1000003  Fosforocore Lost  1088001 

[Inv-Lost] 22H:11M pid:   1000003  Fosforocore Lost  1088001 

[Inv-Lost] 22H:11M pid:   1000003  Fosforocore Lost  1088001 

[Inv-Lost] 22H:11M pid:   1000003  Fosforocore Lost  1088001 

[Inv-Lost] 22H:11M pid:   1000003  Fosforocore Lost  1088001 

[Inv-Lost] 22H:11M pid:   1000003  Fosforocore Lost  1088001 

[Inv-Lost] 22H:11M pid:   1000003  Fosforocore Lost  1088001 

[Inv-Lost] 22H:11M pid:   1000003  Fosforocore Lost  1088001 

[Inv-Lost] 22H:11M pid:   1000003  Fosforocore Lost  1088001 

[Inv-Lost] 22H:12M pid:   1000003  Fosforocore Lost  720027 

[Inv-Lost] 22H:12M pid:   1000003  Fosforocore Lost  1088001 

[Inv-Lost] 22H:12M pid:   1000003  Fosforocore Lost  1088001 

[Inv-Lost] 22H:12M pid:   1000003  Fosforocore Lost  1088001 

[Inv-Lost] 22H:12M pid:   1000003  Fosforocore Lost  1088001 

[Inv-Lost] 22H:12M pid:   1000003  Fosforocore Lost  1088001 

[Inv-Lost] 22H:12M pid:   1000003  Fosforocore Lost  1088000 

[Inv-Lost] 22H:12M pid:   1000003  Fosforocore Lost  1088000 

[Inv-Lost] 22H:12M pid:   1000003  Fosforocore Lost  1088000 

[Inv-Lost] 22H:12M pid:   1000003  Fosforocore Lost  1088000 

[Inv-Lost] 22H:12M pid:   1000003  Fosforocore Lost  1088000 

[Inv-Lost] 22H:12M pid:   1000003  Fosforocore Lost  1088000 

[Inv-Lost] 22H:12M pid:   1000003  Fosforocore Lost  1088000 

[Inv-Lost] 22H:12M pid:   1000003  Fosforocore Lost  1088000 

[Inv-Lost] 22H:12M pid:   1000003  Fosforocore Lost  1088000 

[Inv-Lost] 22H:12M pid:   1000003  Fosforocore Lost  1088000 

[Inv-Lost] 22H:12M pid:   1000003  Fosforocore Lost  1088000 

[Inv-Lost] 22H:12M pid:   1000003  Fosforocore Lost  1088000 

[Inv-Lost] 22H:12M pid:   1000003  Fosforocore Lost  1088000 

[Inv-Lost] 22H:13M pid:   1000003  Fosforocore Lost  1088000 

[Inv-Lost] 22H:13M pid:   1000003  Fosforocore Lost  1088000 

[Inv-Lost] 22H:13M pid:   1000003  Fosforocore Lost  1088000 

[Inv-Lost] 22H:13M pid:   1000003  Fosforocore Lost  1088000 

[Inv-Lost] 22H:13M pid:   1000003  Fosforocore Lost  1088000 

[Inv-Lost] 22H:13M pid:   1000003  Fosforocore Lost  1088000 

[Inv-Lost] 22H:13M pid:   1000003  Fosforocore Lost  1088000 

[Inv-Lost] 22H:13M pid:   1000003  Fosforocore Lost  1088000 

[Inv-Lost] 22H:13M pid:   1000003  Fosforocore Lost  1088000 

[Inv-Lost] 22H:13M pid:   1000003  Fosforocore Lost  1088000 

[Inv-Lost] 22H:13M pid:   1000003  Fosforocore Lost  1088000 

[Inv-Lost] 22H:13M pid:   1000003  Fosforocore Lost  1088000 

[Inv-Lost] 22H:13M pid:   1000003  Fosforocore Lost  1088000 

[Inv-Lost] 22H:13M pid:   1000003  Fosforocore Lost  1088000 

[Inv-Lost] 22H:13M pid:   1000003  Fosforocore Lost  1088000 

[Inv-Lost] 22H:14M pid:   1000003  Fosforocore Lost  1088000 

[Inv-Lost] 22H:14M pid:   1000003  Fosforocore Lost  1088000 

[Inv-Lost] 22H:14M pid:   1000003  Fosforocore Lost  1088000 

[Inv-Lost] 22H:14M pid:   1000003  Fosforocore Lost  1088000 

[Inv-Lost] 22H:14M pid:   1000003  Fosforocore Lost  1088000 

[Inv-Lost] 22H:14M pid:   1000003  Fosforocore Lost  1088000 

[Inv-Lost] 22H:14M pid:   1000003  Fosforocore Lost  1088000 

[Inv-Lost] 22H:14M pid:   1000003  Fosforocore Lost  1088000 

[Inv-Lost] 22H:14M pid:   1000003  Fosforocore Lost  1088000 

[Inv-Lost] 22H:14M pid:   1000003  Fosforocore Lost  1088000 

[Inv-Lost] 22H:14M pid:   1000003  Fosforocore Lost  1088000 

[Inv-Lost] 22H:14M pid:   1000003  Fosforocore Lost  1088000 

[Inv-Lost] 22H:15M pid:   1000005  maxi Lost  204009 

[Inv-Lost] 22H:16M pid:   1000003  Fosforocore Lost  727841 

[Inv-Lost] 22H:17M pid:   1000003  Fosforocore Lost  725067 

[Inv-Lost] 22H:17M pid:   1000005  maxi Lost  204009 

[Inv-Lost] 22H:17M pid:   1000005  maxi Lost  204009 

[Inv-Lost] 22H:17M pid:   1000005  maxi Lost  204009 

[Inv-Lost] 22H:17M pid:   1000005  maxi Lost  204009 

[Inv-Lost] 22H:17M pid:   1000005  maxi Lost  204009 

[Inv-Lost] 22H:17M pid:   1000005  maxi Lost  204009 

[Inv-Lost] 22H:17M pid:   1000005  maxi Lost  204009 

[Inv-Lost] 22H:17M pid:   1000005  maxi Lost  204009 

[Inv-Lost] 22H:17M pid:   1000005  maxi Lost  204009 

[Inv-Lost] 22H:17M pid:   1000005  maxi Lost  204009 

[Inv-Lost] 22H:17M pid:   1000005  maxi Lost  204009 

[Inv-Lost] 22H:17M pid:   1000005  maxi Lost  204009 

[Inv-Lost] 22H:17M pid:   1000005  maxi Lost  204009 

[Inv-Lost] 22H:17M pid:   1000005  maxi Lost  204009 

[Inv-Lost] 22H:18M pid:   1000005  maxi Lost  204009 

[Inv-Lost] 22H:18M pid:   1000005  maxi Lost  204009 

[Inv-Lost] 22H:18M pid:   1000005  maxi Lost  204009 

[Inv-Lost] 22H:18M pid:   1000005  maxi Lost  204009 

[Inv-Lost] 22H:18M pid:   1000005  maxi Lost  204009 

[Inv-Lost] 22H:18M pid:   1000005  maxi Lost  204009 

[Inv-Lost] 22H:18M pid:   1000005  maxi Lost  204009 

[Inv-Lost] 22H:18M pid:   1000005  maxi Lost  204009 

[Inv-Lost] 22H:18M pid:   1000005  maxi Lost  204009 

[Inv-Lost] 22H:18M pid:   1000005  maxi Lost  204009 

[Inv-Lost] 22H:18M pid:   1000005  maxi Lost  204009 

[Inv-Lost] 22H:18M pid:   1000005  maxi Lost  204009 

[Inv-Lost] 22H:18M pid:   1000005  maxi Lost  204009 

[Inv-Lost] 22H:18M pid:   1000005  maxi Lost  204009 

[Inv-Lost] 22H:18M pid:   1000005  maxi Lost  204009 

[Inv-Lost] 22H:18M pid:   1000005  maxi Lost  204009 

[Inv-Lost] 22H:21M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:21M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:21M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:21M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:21M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:21M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:21M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:21M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:21M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:21M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:21M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:21M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:21M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:21M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:21M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:22M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:22M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:22M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:22M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:22M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:22M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:22M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:22M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:22M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:22M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:22M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:22M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:22M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:22M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:23M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:23M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:23M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:23M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:23M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:23M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:23M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:23M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:23M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:23M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:23M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:23M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:23M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:23M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:23M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:23M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:23M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:23M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:23M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:23M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:23M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:23M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:23M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:23M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:23M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:23M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:23M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:23M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:23M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:23M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:23M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:23M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:23M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:24M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:24M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:24M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:24M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:24M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:24M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:24M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:24M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:24M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:24M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:24M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:24M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:24M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:24M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:24M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:24M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:24M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:24M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:24M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:24M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:25M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:25M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:25M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:25M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:25M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:25M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:25M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:25M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:25M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:25M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:25M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:25M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:25M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:25M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:25M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:25M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:25M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:25M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:25M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:25M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:25M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:25M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:25M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:25M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:25M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:30M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:30M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:30M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:30M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:30M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:30M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:30M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:30M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:30M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:30M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:30M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:30M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:30M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:30M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:30M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:30M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:30M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:30M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:30M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:30M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:30M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:30M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:30M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:30M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:30M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:30M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:30M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:30M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:30M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:30M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:30M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:35M pid:   1000003  Fosforocore Lost  3001044 

[Inv-Lost] 22H:35M pid:   1000003  Fosforocore Lost  3007110 

[Inv-Lost] 22H:36M pid:   1000003  Fosforocore Lost  723715 

[Inv-Lost] 22H:36M pid:   1000003  Fosforocore Lost  723342 

[Inv-Lost] 22H:39M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:39M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:39M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:39M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:39M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:39M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:39M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:39M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:39M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:41M pid:   1000003  Fosforocore Lost  727840 

[Inv-Lost] 22H:41M pid:   1000003  Fosforocore Lost  727841 

[Inv-Lost] 22H:41M pid:   1000003  Fosforocore Lost  727839 

[Inv-Lost] 22H:41M pid:   1000003  Fosforocore Lost  727841 

[Inv-Lost] 22H:41M pid:   1000003  Fosforocore Lost  729476 

[Inv-Lost] 22H:41M pid:   1000003  Fosforocore Lost  727840 

[Inv-Lost] 22H:41M pid:   1000003  Fosforocore Lost  3004035 

[Inv-Lost] 22H:41M pid:   1000003  Fosforocore Lost  727841 

[Inv-Lost] 22H:41M pid:   1000003  Fosforocore Lost  729477 

[Inv-Lost] 22H:41M pid:   1000003  Fosforocore Lost  727840 

[Inv-Lost] 22H:41M pid:   1000003  Fosforocore Lost  727841 

[Inv-Lost] 22H:42M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:42M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:42M pid:   1000005  maxi Lost  1088001 

[Inv-Lost] 22H:44M pid:   1000003  Fosforocore Lost  727839 

[Inv-Lost] 22H:44M pid:   1000003  Fosforocore Lost  3004036 

[Inv-Lost] 22H:44M pid:   1000003  Fosforocore Lost  727841 

[Inv-Lost] 22H:44M pid:   1000003  Fosforocore Lost  729476 

[Inv-Lost] 22H:44M pid:   1000003  Fosforocore Lost  727840 

[Inv-Lost] 22H:44M pid:   1000003  Fosforocore Lost  727841 

[Inv-Lost] 22H:44M pid:   1000003  Fosforocore Lost  3004035 

[Inv-Lost] 22H:44M pid:   1000003  Fosforocore Lost  727841 

[Inv-Lost] 22H:44M pid:   1000003  Fosforocore Lost  727840 

[Inv-Lost] 22H:44M pid:   1000003  Fosforocore Lost  727839 

[Inv-Lost] 22H:44M pid:   1000003  Fosforocore Lost  729477 

[Inv-Lost] 22H:44M pid:   1000003  Fosforocore Lost  727841 

